"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 04 17:59:18 GMT 2020","Fri Dec 04 17:59:28 GMT 2020","10447","","","","","","6 Validate left menu -- @1.27 ",""
"passed","Fri Dec 04 17:55:56 GMT 2020","Fri Dec 04 17:56:02 GMT 2020","5788","","","","","","5 Validate left menu -- @1.19 ",""
"passed","Fri Dec 04 17:55:22 GMT 2020","Fri Dec 04 17:55:35 GMT 2020","12855","","","","","","2 Validate left menu -- @1.22 ",""
"passed","Fri Dec 04 17:54:29 GMT 2020","Fri Dec 04 17:54:35 GMT 2020","5912","","","","","","1 Validate left menu -- @1.15 ",""
"passed","Fri Dec 04 17:52:24 GMT 2020","Fri Dec 04 17:52:36 GMT 2020","11345","","","","","","3 Validate search",""
"passed","Fri Dec 04 17:55:56 GMT 2020","Fri Dec 04 17:56:08 GMT 2020","12819","","","","","","6 Validate search",""
"passed","Fri Dec 04 17:58:00 GMT 2020","Fri Dec 04 17:58:06 GMT 2020","6120","","","","","","8 Validate left menu -- @1.11 ",""
"passed","Fri Dec 04 17:54:25 GMT 2020","Fri Dec 04 17:54:31 GMT 2020","6069","","","","","","4 Validate left menu -- @1.10 ",""
"passed","Fri Dec 04 17:57:29 GMT 2020","Fri Dec 04 17:57:35 GMT 2020","6253","","","","","","7 Validate left menu -- @1.11 ",""
"passed","Fri Dec 04 17:55:45 GMT 2020","Fri Dec 04 17:55:51 GMT 2020","6114","","","","","","3 Validate left menu -- @1.25 ",""
"passed","Fri Dec 04 17:56:29 GMT 2020","Fri Dec 04 17:56:38 GMT 2020","8167","","","","","","7 Validate left menu -- @1.3 ",""
"passed","Fri Dec 04 17:56:52 GMT 2020","Fri Dec 04 17:57:05 GMT 2020","12874","","","","","","8 Validate left menu -- @1.2 ",""
"passed","Fri Dec 04 17:56:08 GMT 2020","Fri Dec 04 17:56:15 GMT 2020","7107","","","","","","5 Validate left menu -- @1.21 ",""
"passed","Fri Dec 04 17:53:16 GMT 2020","Fri Dec 04 17:53:23 GMT 2020","7599","","","","","","2 Validate left menu -- @1.6 ",""
"passed","Fri Dec 04 17:52:25 GMT 2020","Fri Dec 04 17:52:56 GMT 2020","31262","","","","","","Invalid login - data table",""
"passed","Fri Dec 04 17:57:42 GMT 2020","Fri Dec 04 17:57:50 GMT 2020","7586","","","","","","6 Validate left menu -- @1.13 ",""
"passed","Fri Dec 04 17:59:41 GMT 2020","Fri Dec 04 17:59:47 GMT 2020","5825","","","","","","8 Validate left menu -- @1.25 ",""
"passed","Fri Dec 04 17:56:02 GMT 2020","Fri Dec 04 17:56:08 GMT 2020","6186","","","","","","5 Validate left menu -- @1.20 ",""
"passed","Fri Dec 04 17:57:18 GMT 2020","Fri Dec 04 17:57:24 GMT 2020","5865","","","","","","5 Validate left menu -- @1.30 ",""
"passed","Fri Dec 04 17:56:24 GMT 2020","Fri Dec 04 17:56:31 GMT 2020","6513","","","","","","3 Validate left menu -- @1.30 ",""
"passed","Fri Dec 04 17:53:34 GMT 2020","Fri Dec 04 17:53:42 GMT 2020","8593","","","","","","3 Validate left menu -- @1.8 ",""
"passed","Fri Dec 04 17:56:00 GMT 2020","Fri Dec 04 17:56:11 GMT 2020","10832","","","","","","7 Validate search",""
"passed","Fri Dec 04 17:56:11 GMT 2020","Fri Dec 04 17:56:18 GMT 2020","6467","","","","","","7 Validate left menu -- @1.1 ",""
"passed","Fri Dec 04 17:58:58 GMT 2020","Fri Dec 04 17:59:05 GMT 2020","7848","","","","","","7 Validate left menu -- @1.23 ",""
"passed","Fri Dec 04 17:59:53 GMT 2020","Fri Dec 04 18:00:03 GMT 2020","9964","","","","","","8 Validate left menu -- @1.27 ",""
"passed","Fri Dec 04 17:53:01 GMT 2020","Fri Dec 04 17:53:12 GMT 2020","11025","","","","","","4 Validate search",""
"passed","Fri Dec 04 17:55:37 GMT 2020","Fri Dec 04 17:55:48 GMT 2020","11102","","","","","","5 Validate left menu -- @1.17 ",""
"passed","Fri Dec 04 18:00:28 GMT 2020","Fri Dec 04 18:00:38 GMT 2020","10015","","","","","","8 Validate left menu -- @1.32 ",""
"passed","Fri Dec 04 17:53:57 GMT 2020","Fri Dec 04 17:54:03 GMT 2020","6602","","","","","","1 Validate left menu -- @1.11 ",""
"passed","Fri Dec 04 17:55:40 GMT 2020","Fri Dec 04 17:55:46 GMT 2020","5780","","","","","","1 Validate left menu -- @1.24 ",""
"passed","Fri Dec 04 18:00:22 GMT 2020","Fri Dec 04 18:00:28 GMT 2020","5957","","","","","","8 Validate left menu -- @1.31 ",""
"passed","Fri Dec 04 17:55:51 GMT 2020","Fri Dec 04 17:55:58 GMT 2020","6970","","","","","","3 Validate left menu -- @1.26 ",""
"passed","Fri Dec 04 17:56:57 GMT 2020","Fri Dec 04 17:57:10 GMT 2020","12972","","","","","","7 Validate left menu -- @1.7 ",""
"passed","Fri Dec 04 17:58:42 GMT 2020","Fri Dec 04 17:58:53 GMT 2020","10282","","","","","","6 Validate left menu -- @1.22 ",""
"passed","Fri Dec 04 17:53:53 GMT 2020","Fri Dec 04 17:53:59 GMT 2020","6329","","","","","","4 Validate left menu -- @1.6 ",""
"passed","Fri Dec 04 17:58:29 GMT 2020","Fri Dec 04 17:58:35 GMT 2020","5480","","","","","","7 Validate left menu -- @1.19 ",""
"passed","Fri Dec 04 18:00:03 GMT 2020","Fri Dec 04 18:00:11 GMT 2020","7183","","","","","","8 Validate left menu -- @1.28 ",""
"passed","Fri Dec 04 17:58:35 GMT 2020","Fri Dec 04 17:58:42 GMT 2020","6127","","","","","","8 Validate left menu -- @1.16 ",""
"passed","Fri Dec 04 17:55:31 GMT 2020","Fri Dec 04 17:55:40 GMT 2020","8360","","","","","","1 Validate left menu -- @1.23 ",""
"passed","Fri Dec 04 17:55:46 GMT 2020","Fri Dec 04 17:55:51 GMT 2020","5688","","","","","","1 Validate left menu -- @1.25 ",""
"passed","Fri Dec 04 17:59:12 GMT 2020","Fri Dec 04 17:59:18 GMT 2020","6148","","","","","","6 Validate left menu -- @1.26 ",""
"passed","Fri Dec 04 17:54:18 GMT 2020","Fri Dec 04 17:54:29 GMT 2020","11295","","","","","","5 Validate left menu -- @1.7 ",""
"passed","Fri Dec 04 17:54:43 GMT 2020","Fri Dec 04 17:54:55 GMT 2020","11649","","","","","","2 Validate left menu -- @1.17 ",""
"passed","Fri Dec 04 17:54:03 GMT 2020","Fri Dec 04 17:54:15 GMT 2020","12172","","","","","","1 Validate left menu -- @1.12 ",""
"passed","Fri Dec 04 17:53:23 GMT 2020","Fri Dec 04 17:53:36 GMT 2020","13394","","","","","","1 Validate left menu -- @1.7 ",""
"passed","Fri Dec 04 17:59:28 GMT 2020","Fri Dec 04 17:59:36 GMT 2020","7879","","","","","","6 Validate left menu -- @1.28 ",""
"passed","Fri Dec 04 17:54:16 GMT 2020","Fri Dec 04 17:54:25 GMT 2020","8447","","","","","","2 Validate left menu -- @1.13 ",""
"passed","Fri Dec 04 17:58:07 GMT 2020","Fri Dec 04 17:58:18 GMT 2020","10294","","","","","","6 Validate left menu -- @1.17 ",""
"passed","Fri Dec 04 17:55:02 GMT 2020","Fri Dec 04 17:55:08 GMT 2020","5860","","","","","","4 Validate left menu -- @1.15 ",""
"passed","Fri Dec 04 17:53:51 GMT 2020","Fri Dec 04 17:53:57 GMT 2020","6012","","","","","","1 Validate left menu -- @1.10 ",""
"passed","Fri Dec 04 17:54:28 GMT 2020","Fri Dec 04 17:54:33 GMT 2020","5940","","","","","","3 Validate left menu -- @1.15 ",""
"passed","Fri Dec 04 17:55:44 GMT 2020","Fri Dec 04 17:55:49 GMT 2020","5771","","","","","","2 Validate left menu -- @1.24 ",""
"passed","Fri Dec 04 17:54:04 GMT 2020","Fri Dec 04 17:54:16 GMT 2020","12049","","","","","","2 Validate left menu -- @1.12 ",""
"passed","Fri Dec 04 18:00:16 GMT 2020","Fri Dec 04 18:00:22 GMT 2020","5650","","","","","","8 Validate left menu -- @1.30 ",""
"passed","Fri Dec 04 17:54:25 GMT 2020","Fri Dec 04 17:54:31 GMT 2020","6085","","","","","","2 Validate left menu -- @1.14 ",""
"passed","Fri Dec 04 17:55:47 GMT 2020","Fri Dec 04 17:55:54 GMT 2020","6702","","","","","","4 Validate left menu -- @1.21 ",""
"passed","Fri Dec 04 17:57:05 GMT 2020","Fri Dec 04 17:57:13 GMT 2020","7773","","","","","","5 Validate left menu -- @1.28 ",""
"passed","Fri Dec 04 17:53:36 GMT 2020","Fri Dec 04 17:53:45 GMT 2020","8509","","","","","","1 Validate left menu -- @1.8 ",""
"passed","Fri Dec 04 17:56:35 GMT 2020","Fri Dec 04 17:56:46 GMT 2020","10464","","","","","","8 Validate search",""
"passed","Fri Dec 04 17:53:48 GMT 2020","Fri Dec 04 17:53:54 GMT 2020","6044","","","","","","3 Validate left menu -- @1.10 ",""
"passed","Fri Dec 04 17:55:31 GMT 2020","Fri Dec 04 17:55:39 GMT 2020","8090","","","","","","3 Validate left menu -- @1.23 ",""
"passed","Fri Dec 04 17:53:19 GMT 2020","Fri Dec 04 17:53:33 GMT 2020","13312","","","","","","4 Validate left menu -- @1.2 ",""
"passed","Fri Dec 04 17:53:15 GMT 2020","Fri Dec 04 17:53:23 GMT 2020","7707","","","","","","1 Validate left menu -- @1.6 ",""
"passed","Fri Dec 04 17:56:10 GMT 2020","Fri Dec 04 17:56:18 GMT 2020","8002","","","","","","3 Validate left menu -- @1.28 ",""
"passed","Fri Dec 04 17:56:38 GMT 2020","Fri Dec 04 17:56:44 GMT 2020","6316","","","","","","7 Validate left menu -- @1.4 ",""
"passed","Fri Dec 04 17:53:19 GMT 2020","Fri Dec 04 17:53:31 GMT 2020","12250","","","","","","5 Validate search",""
"passed","Fri Dec 04 17:54:37 GMT 2020","Fri Dec 04 17:54:43 GMT 2020","6060","","","","","","5 Validate left menu -- @1.9 ",""
"passed","Fri Dec 04 17:54:49 GMT 2020","Fri Dec 04 17:54:57 GMT 2020","7465","","","","","","5 Validate left menu -- @1.11 ",""
"passed","Fri Dec 04 17:59:05 GMT 2020","Fri Dec 04 17:59:11 GMT 2020","5624","","","","","","7 Validate left menu -- @1.24 ",""
"passed","Fri Dec 04 17:59:47 GMT 2020","Fri Dec 04 17:59:52 GMT 2020","5771","","","","","","7 Validate left menu -- @1.30 ",""
"passed","Fri Dec 04 17:59:47 GMT 2020","Fri Dec 04 17:59:53 GMT 2020","6756","","","","","","8 Validate left menu -- @1.26 ",""
"passed","Fri Dec 04 17:54:51 GMT 2020","Fri Dec 04 17:55:00 GMT 2020","8332","","","","","","3 Validate left menu -- @1.18 ",""
